rank,score_lower_bound,targetability_score,score_upper_bound,gross,penalty_total,problem_id,canonical_group_id,title,source,domain,difficulty_level,impact_score,claim_kind,route,eligibility_status,resolution_leverage,statement_status_confidence,certificate_verifier_readiness,search_compressibility,boundary_leverage,feedback_quality,local_reuse
120,48,53,58,70,17,unsolvedmath-kou-21.130,unsolvedmath:unsolvedmath-kou-21.130,Kourovka Notebook Problem 21.130,UnsolvedMath,group_theory,3,60,universal_claim,counterexample,new_strategy_only,12,15,15,16,3,4,5
121,47,55,63,60,5,unsolvedmath-ep-677,erdos:677,Erdős Problem #677,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,8,10,3,4,2
122,47,55,63,58,3,unsolvedmath-ep-148,erdos:148,Erdős Problem #148,UnsolvedMath,number_theory,1,20,equivalence_claim,counterexample,needs_status_audit,18,15,7,10,0,6,2
123,47,55,63,58,3,unsolvedmath-ep-247,erdos:247,Erdős Problem #247,UnsolvedMath,number_theory,1,20,equivalence_claim,counterexample,modeling_candidate,18,15,9,12,0,2,2
124,47,55,63,58,3,unsolvedmath-ep-269,erdos:269,Erdős Problem #269,UnsolvedMath,number_theory,1,20,equivalence_claim,counterexample,modeling_candidate,18,15,9,12,0,2,2
125,47,55,63,58,3,unsolvedmath-ep-454,erdos:454,Erdős Problem #454,UnsolvedMath,number_theory,1,20,equivalence_claim,counterexample,modeling_candidate,18,15,9,12,0,2,2
126,47,55,63,58,3,unsolvedmath-ep-488,erdos:488,Erdős Problem #488,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,1,3,2
127,47,55,63,58,3,unsolvedmath-ep-533,erdos:533,Erdős Problem #533,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,7,14,0,2,2
128,47,55,63,58,3,unsolvedmath-ep-557,erdos:557,Erdős Problem #557,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,8,12,0,3,2
129,47,55,63,58,3,unsolvedmath-ep-567,erdos:567,Erdős Problem #567,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,7,12,2,2,2
130,47,55,63,58,3,unsolvedmath-ep-60,erdos:60,Erdős Problem #60,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,9,12,0,2,2
131,47,55,63,58,3,unsolvedmath-ep-891,erdos:891,Erdős Problem #891,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,8,12,1,2,2
132,47,54,61,67,13,unsolvedmath-guy-a10,unsolvedmath:unsolvedmath-guy-a10,Gilbreath's Conjecture,UnsolvedMath,number_theory,3,60,universal_claim,counterexample,new_strategy_only,18,15,10,14,3,3,4
133,47,54,61,64,10,unsolvedmath-alg-014,unsolvedmath:unsolvedmath-alg-014,McKay Conjecture,UnsolvedMath,algebra,4,80,equivalence_claim,counterexample,needs_status_audit,18,15,9,12,2,6,2
134,47,54,61,64,10,unsolvedmath-graph-018,unsolvedmath:unsolvedmath-graph-018,Harborth's Conjecture,UnsolvedMath,graph_theory,4,80,universal_claim,counterexample,needs_status_audit,18,15,9,14,2,4,2
135,47,54,61,62,8,unsolvedmath-opg-439,unsolvedmath:unsolvedmath-opg-439,Graceful Tree Conjecture,UnsolvedMath,graph_theory,2,40,universal_claim,counterexample,new_strategy_only,18,15,10,12,0,3,4
136,47,54,61,60,6,unsolvedmath-kou-21.56,unsolvedmath:unsolvedmath-kou-21.56,Kourovka Notebook Problem 21.56,UnsolvedMath,group_theory,3,60,equivalence_claim,counterexample,needs_status_audit,18,15,7,12,0,6,2
137,47,54,61,58,4,unsolvedmath-green-063,unsolvedmath:unsolvedmath-green-063,Solutions to Polynomial Equations in Dense Sets,UnsolvedMath,number_theory,2,40,equivalence_claim,counterexample,needs_status_audit,18,15,8,10,0,5,2
138,47,54,61,58,4,unsolvedmath-green-099,unsolvedmath:unsolvedmath-green-099,Polynomial Solutions in Dense Sets,UnsolvedMath,number_theory,2,40,equivalence_claim,counterexample,needs_status_audit,18,15,8,10,0,5,2
139,47,54,61,58,4,unsolvedmath-green-100,unsolvedmath:unsolvedmath-green-100,Sofic Groups,UnsolvedMath,algebra,2,40,universal_claim,counterexample,needs_status_audit,18,15,8,12,0,3,2
140,47,54,61,58,4,unsolvedmath-kou-21.10,unsolvedmath:unsolvedmath-kou-21.10,Kourovka Notebook Problem 21.10,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,8,12,0,3,2
141,47,54,61,58,4,unsolvedmath-kou-21.106,unsolvedmath:unsolvedmath-kou-21.106,Kourovka Notebook Problem 21.106,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,8,12,0,3,2
142,47,54,61,58,4,unsolvedmath-kou-21.114,unsolvedmath:unsolvedmath-kou-21.114,Kourovka Notebook Problem 21.114,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,4,2
143,47,54,61,58,4,unsolvedmath-kou-21.57,unsolvedmath:unsolvedmath-kou-21.57,Kourovka Notebook Problem 21.57,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,8,12,0,3,2
144,47,54,61,58,4,unsolvedmath-opg-153,unsolvedmath:unsolvedmath-opg-153,Highly connected graphs with no K_n minor,UnsolvedMath,graph_theory,2,40,universal_claim,counterexample,modeling_candidate,18,15,7,14,1,1,2
145,47,54,61,58,4,unsolvedmath-opg-37068,unsolvedmath:unsolvedmath-opg-37068,Crossing numbers and coloring,UnsolvedMath,graph_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,4,2
146,47,54,61,57,3,unsolvedmath-opg-134,unsolvedmath:unsolvedmath-opg-134,A homomorphism problem for flows,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
147,47,54,61,57,3,unsolvedmath-opg-2040,unsolvedmath:unsolvedmath-opg-2040,Circular colouring the orthogonality graph,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
148,47,54,61,57,3,unsolvedmath-opg-2063,unsolvedmath:unsolvedmath-opg-2063,Wide partition conjecture,UnsolvedMath,combinatorics,1,20,equivalence_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
149,47,54,61,57,3,unsolvedmath-opg-322,unsolvedmath:unsolvedmath-opg-322,Drawing disconnected graphs on surfaces,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
150,47,54,61,57,3,unsolvedmath-opg-34915,unsolvedmath:unsolvedmath-opg-34915,3-Colourability of Arrangements of Great Circles,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
151,47,54,61,57,3,unsolvedmath-opg-36939,unsolvedmath:unsolvedmath-opg-36939,Are vertex minor closed classes chi-bounded?,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
152,47,54,61,57,3,unsolvedmath-opg-46443,unsolvedmath:unsolvedmath-opg-46443,Stable set meeting all longest directed paths.,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
153,47,54,61,57,3,unsolvedmath-opg-46538,unsolvedmath:unsolvedmath-opg-46538,Do any three longest paths in a connected graph have a vertex in common?,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
154,47,54,61,57,3,unsolvedmath-opg-46943,unsolvedmath:unsolvedmath-opg-46943,Every 4-connected toroidal graph has a Hamilton cycle,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
155,47,54,61,57,3,unsolvedmath-opg-46951,unsolvedmath:unsolvedmath-opg-46951,Switching reconstruction conjecture,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
156,47,54,61,57,3,unsolvedmath-opg-47285,unsolvedmath:unsolvedmath-opg-47285,Every prism over a 3-connected planar graph is hamiltonian.,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
157,47,54,61,57,3,unsolvedmath-opg-47294,unsolvedmath:unsolvedmath-opg-47294,4-connected graphs are not uniquely hamiltonian,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
158,47,54,61,57,3,unsolvedmath-opg-47356,unsolvedmath:unsolvedmath-opg-47356,Hamilton decomposition of prisms over 3-connected cubic planar graphs,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
159,47,54,61,57,3,unsolvedmath-opg-47651,unsolvedmath:unsolvedmath-opg-47651,Decomposing k-arc-strong tournament into k spanning strong digraphs,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
160,47,54,61,57,3,unsolvedmath-opg-49573,unsolvedmath:unsolvedmath-opg-49573,Arc-disjoint directed cycles in regular directed graphs,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
161,47,54,61,57,3,unsolvedmath-opg-56449,unsolvedmath:unsolvedmath-opg-56449,List Total Colouring Conjecture,UnsolvedMath,graph_theory,1,20,equivalence_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
162,47,54,61,57,3,unsolvedmath-opg-57613,unsolvedmath:unsolvedmath-opg-57613,Imbalance conjecture,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
163,47,54,61,57,3,unsolvedmath-opg-59908,unsolvedmath:unsolvedmath-opg-59908,Fractional Hadwiger,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
164,47,54,61,57,3,unsolvedmath-opg-671,unsolvedmath:unsolvedmath-opg-671,MacEachen Conjecture,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,8,10,0,4,2
165,47,54,61,57,3,unsolvedmath-opg-691,unsolvedmath:unsolvedmath-opg-691,Highly arc transitive two ended digraphs,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
166,47,52,57,73,21,unsolvedmath-opg-1793,unsolvedmath:unsolvedmath-opg-1793,Non-edges vs. feedback edge sets in digraphs,UnsolvedMath,graph_theory,2,40,universal_claim,counterexample,new_strategy_only,12,15,16,14,3,8,5
167,47,52,57,72,20,unsolvedmath-opg-434,unsolvedmath:unsolvedmath-opg-434,Weak pentagon problem,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,new_strategy_only,16,15,15,14,3,4,5
168,47,52,57,69,17,unsolvedmath-opg-36907,unsolvedmath:unsolvedmath-opg-36907,Bounding the chromatic number of triangle-free graphs with fixed maximum degree,UnsolvedMath,graph_theory,1,20,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,16,14,3,8,5
169,46,54,62,57,3,unsolvedmath-ep-1029,erdos:1029,Erdős Problem #1029,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,8,12,0,2,2
170,46,54,62,57,3,unsolvedmath-ep-1068,erdos:1068,Erdős Problem #1068,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,8,12,0,2,2
171,46,54,62,57,3,unsolvedmath-ep-1107,erdos:1107,Erdős Problem #1107,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,7,12,1,2,2
172,46,54,62,57,3,unsolvedmath-ep-146,erdos:146,Erdős Problem #146,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,8,10,0,4,2
173,46,54,62,57,3,unsolvedmath-ep-243,erdos:243,Erdős Problem #243,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,7,12,1,2,2
174,46,54,62,57,3,unsolvedmath-ep-264,erdos:264,Erdős Problem #264,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,7,12,1,2,2
175,46,54,62,57,3,unsolvedmath-ep-341,erdos:341,Erdős Problem #341,UnsolvedMath,number_theory,1,20,equivalence_claim,counterexample,modeling_candidate,18,15,9,12,0,1,2
176,46,54,62,57,3,unsolvedmath-ep-432,erdos:432,Erdős Problem #432,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,9,12,0,1,2
177,46,54,62,57,3,unsolvedmath-ep-461,erdos:461,Erdős Problem #461,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,7,12,1,2,2
178,46,54,62,57,3,unsolvedmath-ep-52,erdos:52,Erdős Problem #52,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,9,12,0,1,2
179,46,54,62,57,3,unsolvedmath-ep-554,erdos:554,Erdős Problem #554,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,8,12,0,2,2
180,46,54,62,57,3,unsolvedmath-ep-562,erdos:562,Erdős Problem #562,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,8,10,0,4,2
181,46,54,62,57,3,unsolvedmath-ep-620,erdos:620,Erdős Problem #620,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
182,46,54,62,57,3,unsolvedmath-ep-77,erdos:77,Erdős Problem #77,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,8,12,0,2,2
183,46,54,62,57,3,unsolvedmath-ep-802,erdos:802,Erdős Problem #802,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,8,12,0,2,2
184,46,54,62,57,3,unsolvedmath-ep-84,erdos:84,Erdős Problem #84,UnsolvedMath,graph_theory,1,20,equivalence_claim,counterexample,modeling_candidate,18,15,7,12,0,3,2
185,46,54,62,57,3,unsolvedmath-ep-878,erdos:878,Erdős Problem #878,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,8,10,0,4,2
186,46,54,62,57,3,unsolvedmath-ep-889,erdos:889,Erdős Problem #889,UnsolvedMath,number_theory,1,20,equivalence_claim,counterexample,modeling_candidate,18,15,8,12,0,2,2
187,46,54,62,57,3,unsolvedmath-ep-91,erdos:91,Erdős Problem #91,UnsolvedMath,number_theory,1,20,equivalence_claim,counterexample,modeling_candidate,18,15,8,10,0,4,2
188,46,53,60,71,18,unsolvedmath-opg-822,unsolvedmath:unsolvedmath-opg-822,Wall-Sun-Sun primes and Fibonacci divisibility,UnsolvedMath,number_theory,1,20,mixed_quantifiers,subclaim_decomposition,needs_atomic_split,4,15,16,18,9,4,5
189,46,53,60,63,10,unsolvedmath-graph-021,unsolvedmath:unsolvedmath-graph-021,Guy's Crossing Number Conjecture,UnsolvedMath,graph_theory,4,80,equivalence_claim,counterexample,needs_status_audit,18,15,8,14,2,4,2
190,46,53,60,63,10,unsolvedmath-graph-030,unsolvedmath:unsolvedmath-graph-030,Erdős-Gyárfás Conjecture,UnsolvedMath,graph_theory,4,80,universal_claim,counterexample,needs_status_audit,18,15,8,12,2,6,2
191,46,53,60,63,10,unsolvedmath-graph-038,unsolvedmath:unsolvedmath-graph-038,Tuza's Conjecture,UnsolvedMath,graph_theory,4,80,universal_claim,counterexample,needs_status_audit,18,15,7,12,2,7,2
192,46,53,60,62,9,unsolvedmath-opg-46575,unsolvedmath:unsolvedmath-opg-46575,Melnikov's valency-variety problem,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,8,12,0,7,2
193,46,53,60,59,6,unsolvedmath-game-008,unsolvedmath:unsolvedmath-game-008,Octal Games Periodicity,UnsolvedMath,combinatorics,3,60,universal_claim,counterexample,modeling_candidate,18,15,9,14,0,1,2
194,46,53,60,59,6,unsolvedmath-nt-060,unsolvedmath:unsolvedmath-nt-060,Recamán's Sequence Completeness,UnsolvedMath,number_theory,3,60,universal_claim,counterexample,needs_status_audit,18,15,9,12,0,3,2
195,46,53,60,57,4,unsolvedmath-green-032,unsolvedmath:unsolvedmath-green-032,Sums of Smooth Numbers,UnsolvedMath,number_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,8,10,0,4,2
196,46,53,60,57,4,unsolvedmath-kou-21.105,unsolvedmath:unsolvedmath-kou-21.105,Kourovka Notebook Problem 21.105,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
197,46,53,60,57,4,unsolvedmath-kou-21.147,unsolvedmath:unsolvedmath-kou-21.147,Kourovka Notebook Problem 21.147,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,modeling_candidate,18,15,8,12,0,2,2
198,46,53,60,57,4,unsolvedmath-kou-21.148,unsolvedmath:unsolvedmath-kou-21.148,Kourovka Notebook Problem 21.148,UnsolvedMath,group_theory,2,40,equivalence_claim,counterexample,modeling_candidate,18,15,8,12,0,2,2
199,46,53,60,57,4,unsolvedmath-kou-21.27,unsolvedmath:unsolvedmath-kou-21.27,Kourovka Notebook Problem 21.27,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
200,46,53,60,57,4,unsolvedmath-kou-21.36,unsolvedmath:unsolvedmath-kou-21.36,Kourovka Notebook Problem 21.36,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,modeling_candidate,18,15,7,14,0,1,2
201,46,53,60,57,4,unsolvedmath-kou-21.4,unsolvedmath:unsolvedmath-kou-21.4,Kourovka Notebook Problem 21.4,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
202,46,53,60,57,4,unsolvedmath-kou-21.41,unsolvedmath:unsolvedmath-kou-21.41,Kourovka Notebook Problem 21.41,UnsolvedMath,group_theory,2,40,equivalence_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
203,46,53,60,57,4,unsolvedmath-kou-21.50,unsolvedmath:unsolvedmath-kou-21.50,Kourovka Notebook Problem 21.50,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
204,46,53,60,57,4,unsolvedmath-kou-21.55,unsolvedmath:unsolvedmath-kou-21.55,Kourovka Notebook Problem 21.55,UnsolvedMath,group_theory,2,40,equivalence_claim,counterexample,modeling_candidate,18,15,7,12,0,3,2
205,46,53,60,57,4,unsolvedmath-kou-21.60,unsolvedmath:unsolvedmath-kou-21.60,Kourovka Notebook Problem 21.60,UnsolvedMath,group_theory,2,40,equivalence_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
206,46,53,60,57,4,unsolvedmath-kou-21.70,unsolvedmath:unsolvedmath-kou-21.70,Kourovka Notebook Problem 21.70,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
207,46,53,60,57,4,unsolvedmath-kou-21.85,unsolvedmath:unsolvedmath-kou-21.85,Kourovka Notebook Problem 21.85,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
208,46,53,60,57,4,unsolvedmath-opg-131,unsolvedmath:unsolvedmath-opg-131,Bouchet's 6-flow conjecture,UnsolvedMath,graph_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
209,46,53,60,57,4,unsolvedmath-opg-138,unsolvedmath:unsolvedmath-opg-138,The circular embedding conjecture,UnsolvedMath,graph_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
210,46,53,60,57,4,unsolvedmath-opg-139,unsolvedmath:unsolvedmath-opg-139,"(m,n)-cycle covers",UnsolvedMath,graph_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
211,46,53,60,57,4,unsolvedmath-opg-2095,unsolvedmath:unsolvedmath-opg-2095,Hamiltonicity of Cayley graphs,UnsolvedMath,graph_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
212,46,53,60,57,4,unsolvedmath-opg-46940,unsolvedmath:unsolvedmath-opg-46940,Acyclic list colouring of planar graphs.,UnsolvedMath,graph_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
213,46,53,60,57,4,unsolvedmath-opg-485,unsolvedmath:unsolvedmath-opg-485,Hamiltonian cycles in line graphs,UnsolvedMath,graph_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
214,46,53,60,57,4,unsolvedmath-opg-700,unsolvedmath:unsolvedmath-opg-700,Chords of longest cycles,UnsolvedMath,graph_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
215,46,53,60,57,4,unsolvedmath-opg-806,unsolvedmath:unsolvedmath-opg-806,Hedetniemi's Conjecture,UnsolvedMath,graph_theory,2,40,equivalence_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
216,46,53,60,56,3,unsolvedmath-green-087,unsolvedmath:unsolvedmath-green-087,Residue Class Multiple Coverage,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,10,0,4,2
217,46,53,60,56,3,unsolvedmath-opg-46817,unsolvedmath:unsolvedmath-opg-46817,Simultaneous partition of hypergraphs,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,7,12,0,2,2
218,46,53,60,56,3,unsolvedmath-opg-56028,unsolvedmath:unsolvedmath-opg-56028,Almost all non-Hamiltonian 3-regular graphs are 1-connected,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,7,12,0,2,2
219,46,51,56,71,20,unsolvedmath-opg-37182,unsolvedmath:unsolvedmath-opg-37182,Odd cycles and low oddness,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,new_strategy_only,12,15,16,14,3,6,5
